dataset,patient_id,slide_id,region_uid,x,y,tile_size,mag,tissue_fraction,tumor_mask_overlap,tumor_overlap_fraction,tumor_mask_overlap_center,tumor_mask_overlap_area20,selection_source,rank,task_id,model_hash,context_set,is_diverse,random_seed,relative_path,minio_path,patch_uid
c16_native,test_065,test_065_tile_embeddings,4748174707f85e45,43520,24832,256,20,0.8442230224609375,1,0.9525,1,1,top_k,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_065_tile_embeddings/standard/top_k/test_065_tile_embeddings_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_065_tile_embeddings/standard/top_k/test_065_tile_embeddings_standard_top_k_000.png,test_065_tile_embeddings_standard_top_k_000
c16_native,test_065,test_065_tile_embeddings,13bcdab303c3323b,43008,25344,256,20,0.7762451171875,1,1.0,1,1,top_k,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_065_tile_embeddings/standard/top_k/test_065_tile_embeddings_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_065_tile_embeddings/standard/top_k/test_065_tile_embeddings_standard_top_k_001.png,test_065_tile_embeddings_standard_top_k_001
c16_native,test_065,test_065_tile_embeddings,49eb9fe4c569750f,43264,25088,256,20,0.8505401611328125,1,1.0,1,1,top_k,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_065_tile_embeddings/standard/top_k/test_065_tile_embeddings_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_065_tile_embeddings/standard/top_k/test_065_tile_embeddings_standard_top_k_002.png,test_065_tile_embeddings_standard_top_k_002
c16_native,test_121,test_121_tile_embeddings,9e8d71a9676317f8,42752,130816,256,20,0.5326080322265625,1,0.825,1,1,top_k,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_121_tile_embeddings/standard/top_k/test_121_tile_embeddings_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_121_tile_embeddings/standard/top_k/test_121_tile_embeddings_standard_top_k_000.png,test_121_tile_embeddings_standard_top_k_000
c16_native,test_121,test_121_tile_embeddings,90691c2ed1e61853,46336,133632,256,20,0.5958099365234375,1,1.0,1,1,top_k,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_121_tile_embeddings/standard/top_k/test_121_tile_embeddings_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_121_tile_embeddings/standard/top_k/test_121_tile_embeddings_standard_top_k_002.png,test_121_tile_embeddings_standard_top_k_002
c16_native,test_121,test_121_tile_embeddings,85c45a7c57439f22,45312,132352,256,20,0.7540130615234375,1,1.0,1,1,top_k,4,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_121_tile_embeddings/standard/top_k/test_121_tile_embeddings_standard_top_k_003.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_121_tile_embeddings/standard/top_k/test_121_tile_embeddings_standard_top_k_003.png,test_121_tile_embeddings_standard_top_k_003
c16_native,test_040,test_040_tile_embeddings,d648f1b0ffdd2e4b,56832,74240,256,20,0.9619903564453124,1,1.0,1,1,top_k,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_040_tile_embeddings/standard/top_k/test_040_tile_embeddings_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_040_tile_embeddings/standard/top_k/test_040_tile_embeddings_standard_top_k_000.png,test_040_tile_embeddings_standard_top_k_000
c16_native,test_040,test_040_tile_embeddings,158226ee7e2da085,56576,72704,256,20,0.95721435546875,1,1.0,1,1,top_k,2,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_040_tile_embeddings/standard/top_k/test_040_tile_embeddings_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_040_tile_embeddings/standard/top_k/test_040_tile_embeddings_standard_top_k_001.png,test_040_tile_embeddings_standard_top_k_001
c16_native,test_040,test_040_tile_embeddings,305adccfb36dccd2,67840,83968,256,20,0.8974609375,1,1.0,1,1,top_k,3,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_040_tile_embeddings/standard/top_k/test_040_tile_embeddings_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_040_tile_embeddings/standard/top_k/test_040_tile_embeddings_standard_top_k_002.png,test_040_tile_embeddings_standard_top_k_002
c16_native,test_016,test_016_tile_embeddings,2b421adf87d14067,22016,55552,256,20,0.9337310791015624,1,1.0,1,1,top_k,1,a50fbde29aa04e9d829a4580fd5c68b8,a50fbde29aa04e9d829a4580fd5c68b8,standard,0,0,vlm_patches/test_016_tile_embeddings/standard/top_k/test_016_tile_embeddings_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c16_abmil_vlm_patches_a50fbde29aa04e9d829a4580fd5c68b8.tar.gz!/vlm_patches/test_016_tile_embeddings/standard/top_k/test_016_tile_embeddings_standard_top_k_000.png,test_016_tile_embeddings_standard_top_k_000
