dataset,patient_id,slide_id,region_uid,x,y,tile_size,mag,tissue_fraction,tumor_mask_overlap,tumor_overlap_fraction,tumor_mask_overlap_center,tumor_mask_overlap_area20,selection_source,rank,task_id,model_hash,context_set,is_diverse,random_seed,relative_path,minio_path,patch_uid,hint,hint_inverted
c17_native,patient_141,patient_141_node_3,cf2b6ecdaa6fca8d,38912,26624,256,20,0.575897216796875,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_141_node_3/standard/top_k/patient_141_node_3_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_141_node_3/standard/top_k/patient_141_node_3_standard_top_k_000.png,patient_141_node_3_standard_top_k_000,A,B
c17_native,patient_141,patient_141_node_3,8e95b4d3986df4e3,79872,41216,256,20,0.603729248046875,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_141_node_3/standard/top_k/patient_141_node_3_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_141_node_3/standard/top_k/patient_141_node_3_standard_top_k_001.png,patient_141_node_3_standard_top_k_001,A,B
c17_native,patient_141,patient_141_node_3,f315e7b9aeb327ea,98560,32000,256,20,0.584930419921875,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_141_node_3/standard/top_k/patient_141_node_3_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_141_node_3/standard/top_k/patient_141_node_3_standard_top_k_002.png,patient_141_node_3_standard_top_k_002,A,B
c17_native,patient_166,patient_166_node_0,3823a177b20b3631,41216,64512,256,20,1.0,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_166_node_0/standard/top_k/patient_166_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_166_node_0/standard/top_k/patient_166_node_0_standard_top_k_000.png,patient_166_node_0_standard_top_k_000,A,B
c17_native,patient_166,patient_166_node_0,113ae41ea5c88f95,16896,38912,256,20,0.842529296875,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_166_node_0/standard/top_k/patient_166_node_0_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_166_node_0/standard/top_k/patient_166_node_0_standard_top_k_001.png,patient_166_node_0_standard_top_k_001,A,B
c17_native,patient_166,patient_166_node_0,d8726e8d5cccf811,40448,62208,256,20,1.0,1,1.0,1,1,top_k,4,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_166_node_0/standard/top_k/patient_166_node_0_standard_top_k_003.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_166_node_0/standard/top_k/patient_166_node_0_standard_top_k_003.png,patient_166_node_0_standard_top_k_003,A,B
c17_native,patient_171,patient_171_node_2,b2f18495ebba79d8,125184,60160,256,20,0.9083709716796876,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_171_node_2/standard/top_k/patient_171_node_2_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_171_node_2/standard/top_k/patient_171_node_2_standard_top_k_000.png,patient_171_node_2_standard_top_k_000,A,B
c17_native,patient_171,patient_171_node_2,0df7842beca051ea,136704,58880,256,20,0.9633331298828124,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_171_node_2/standard/top_k/patient_171_node_2_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_171_node_2/standard/top_k/patient_171_node_2_standard_top_k_001.png,patient_171_node_2_standard_top_k_001,A,B
c17_native,patient_171,patient_171_node_2,12356e2cde3668d4,128768,66560,256,20,0.9085235595703124,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_171_node_2/standard/top_k/patient_171_node_2_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_171_node_2/standard/top_k/patient_171_node_2_standard_top_k_002.png,patient_171_node_2_standard_top_k_002,A,B
c17_native,patient_104,patient_104_node_0,81f7bece2223ec8f,95488,34560,256,20,0.9147186279296876,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_104_node_0/standard/top_k/patient_104_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_104_node_0/standard/top_k/patient_104_node_0_standard_top_k_000.png,patient_104_node_0_standard_top_k_000,A,B
c17_native,patient_104,patient_104_node_0,0e83c06ff3fae0f1,95232,34816,256,20,0.8947296142578125,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_104_node_0/standard/top_k/patient_104_node_0_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_104_node_0/standard/top_k/patient_104_node_0_standard_top_k_001.png,patient_104_node_0_standard_top_k_001,A,B
c17_native,patient_104,patient_104_node_0,3bce48e91e46ee12,87296,45568,256,20,0.8343505859375,1,1.0,1,1,top_k,4,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_104_node_0/standard/top_k/patient_104_node_0_standard_top_k_003.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_104_node_0/standard/top_k/patient_104_node_0_standard_top_k_003.png,patient_104_node_0_standard_top_k_003,A,B
c17_native,patient_139,patient_139_node_1,9e0a5bf5a32f2934,32768,122368,256,20,0.9901275634765624,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_139_node_1/standard/top_k/patient_139_node_1_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_139_node_1/standard/top_k/patient_139_node_1_standard_top_k_000.png,patient_139_node_1_standard_top_k_000,A,B
c17_native,patient_139,patient_139_node_1,b57460356cc16eeb,52736,121856,256,20,0.9668731689453124,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_139_node_1/standard/top_k/patient_139_node_1_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_139_node_1/standard/top_k/patient_139_node_1_standard_top_k_001.png,patient_139_node_1_standard_top_k_001,A,B
c17_native,patient_139,patient_139_node_1,5cd891bd6aeed19e,40704,117504,256,20,0.999237060546875,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_139_node_1/standard/top_k/patient_139_node_1_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_139_node_1/standard/top_k/patient_139_node_1_standard_top_k_002.png,patient_139_node_1_standard_top_k_002,A,B
c17_native,patient_131,patient_131_node_2,5dcbd9581e8cb980,90368,70144,256,20,0.9953155517578124,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_131_node_2/standard/top_k/patient_131_node_2_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_131_node_2/standard/top_k/patient_131_node_2_standard_top_k_000.png,patient_131_node_2_standard_top_k_000,A,B
c17_native,patient_131,patient_131_node_2,e9eafdefd6e170e1,36608,50688,256,20,0.9269561767578124,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_131_node_2/standard/top_k/patient_131_node_2_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_131_node_2/standard/top_k/patient_131_node_2_standard_top_k_001.png,patient_131_node_2_standard_top_k_001,A,B
c17_native,patient_131,patient_131_node_2,2f8357f9355750d2,35840,8704,256,20,0.9470062255859376,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_131_node_2/standard/top_k/patient_131_node_2_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_131_node_2/standard/top_k/patient_131_node_2_standard_top_k_002.png,patient_131_node_2_standard_top_k_002,A,B
c17_native,patient_195,patient_195_node_0,e68b3666e4c78139,38144,172544,256,20,0.9909210205078124,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_195_node_0/standard/top_k/patient_195_node_0_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_195_node_0/standard/top_k/patient_195_node_0_standard_top_k_000.png,patient_195_node_0_standard_top_k_000,A,B
c17_native,patient_195,patient_195_node_0,ba7be4b1d8377bbe,38656,71424,256,20,0.9897003173828124,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_195_node_0/standard/top_k/patient_195_node_0_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_195_node_0/standard/top_k/patient_195_node_0_standard_top_k_001.png,patient_195_node_0_standard_top_k_001,A,B
c17_native,patient_195,patient_195_node_0,7fe5c055ed078170,39680,171520,256,20,0.9461822509765624,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_195_node_0/standard/top_k/patient_195_node_0_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_195_node_0/standard/top_k/patient_195_node_0_standard_top_k_002.png,patient_195_node_0_standard_top_k_002,A,B
c17_native,patient_136,patient_136_node_2,73ade30460a4e4ea,41984,46592,256,20,0.5847625732421875,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_136_node_2/standard/top_k/patient_136_node_2_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_136_node_2/standard/top_k/patient_136_node_2_standard_top_k_000.png,patient_136_node_2_standard_top_k_000,A,B
c17_native,patient_136,patient_136_node_2,0be592321edb2ad3,43264,43264,256,20,0.5977783203125,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_136_node_2/standard/top_k/patient_136_node_2_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_136_node_2/standard/top_k/patient_136_node_2_standard_top_k_001.png,patient_136_node_2_standard_top_k_001,A,B
c17_native,patient_136,patient_136_node_2,faee2dd82a0aba53,37120,46592,256,20,0.6763763427734375,1,1.0,1,1,top_k,3,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_136_node_2/standard/top_k/patient_136_node_2_standard_top_k_002.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_136_node_2/standard/top_k/patient_136_node_2_standard_top_k_002.png,patient_136_node_2_standard_top_k_002,A,B
c17_native,patient_120,patient_120_node_1,31ec7f4f2c373158,25600,116736,256,20,0.9586029052734376,1,1.0,1,1,top_k,1,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_120_node_1/standard/top_k/patient_120_node_1_standard_top_k_000.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_120_node_1/standard/top_k/patient_120_node_1_standard_top_k_000.png,patient_120_node_1_standard_top_k_000,A,B
c17_native,patient_120,patient_120_node_1,013d9b82e9999dfc,25600,116480,256,20,0.9909210205078124,1,1.0,1,1,top_k,2,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_120_node_1/standard/top_k/patient_120_node_1_standard_top_k_001.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_120_node_1/standard/top_k/patient_120_node_1_standard_top_k_001.png,patient_120_node_1_standard_top_k_001,A,B
c17_native,patient_120,patient_120_node_1,e05076a29c6672a1,36352,124928,256,20,0.983551025390625,1,1.0,1,1,top_k,4,1d5657e342c149ef8305d568410dbc96,1d5657e342c149ef8305d568410dbc96,standard,0,0,vlm_patches/patient_120_node_1/standard/top_k/patient_120_node_1_standard_top_k_003.png,s3://pershin-medailab/Pathomorphology/CAMELYON/mil/vlm_patches/c17_abmil_vlm_patches_1d5657e342c149ef8305d568410dbc96.tar.gz!/vlm_patches/patient_120_node_1/standard/top_k/patient_120_node_1_standard_top_k_003.png,patient_120_node_1_standard_top_k_003,A,B
